log_age	Z	fraccion_M_star
6.99	0.05	0.9495594906790512
7.0	0.05	0.9487044352343328
7.04	0.05	0.945843861184387
7.08	0.05	0.9429636310030822
7.11	0.05	0.9403432229928285
7.15	0.05	0.9369514831884289
7.18	0.05	0.9350412710062675
7.2	0.05	0.9337160522578446
7.23	0.05	0.9314610104811731
7.26	0.05	0.929221835820528
7.28	0.05	0.927548526451468
7.3	0.05	0.9258781869192971
7.34	0.05	0.9223525921149968
7.38	0.05	0.918796020262078
7.41	0.05	0.9167736390373732
7.45	0.05	0.9138620521809053
7.48	0.05	0.9115771009041509
7.51	0.05	0.9091000838014613
7.53	0.05	0.9074293337947631
7.56	0.05	0.9047809337843251
7.58	0.05	0.9029194691297632
7.6	0.05	0.9009601221611163
7.62	0.05	0.8993595722885543
7.64	0.05	0.8977734139665492
7.66	0.05	0.8962090708633872
7.68	0.05	0.8945105786981039
7.7	0.05	0.8928339593514538
7.74	0.05	0.889163875439831
7.78	0.05	0.8864531523079894
7.81	0.05	0.8840331239729968
7.85	0.05	0.8806391590372394
7.87	0.05	0.878872090131164
7.9	0.05	0.8760831915808543
7.93	0.05	0.8731430403346992
7.95	0.05	0.8711102444520029
7.98	0.05	0.8683952963152064
8.0	0.05	0.8667687315051088
8.3	0.05	0.8389221302206602
8.48	0.05	0.8209698663933521
8.6	0.05	0.8070020974599749
8.7	0.05	0.7956298952251879
8.78	0.05	0.7856668450927049
8.85	0.05	0.776395611202906
8.9	0.05	0.7700305956245489
8.95	0.05	0.7632442390408428
9.0	0.05	0.7559966937734421
9.18	0.05	0.7116862500208062
9.3	0.05	0.699744486316147
9.4	0.05	0.6821291728241647
9.48	0.05	0.6687563907507149
9.54	0.05	0.65838389977819
9.6	0.05	0.6463864332238226
9.65	0.05	0.6253666348029634
9.7	0.05	0.6167763998628008
9.74	0.05	0.6208195214339259
9.78	0.05	0.6135768606164012
9.81	0.05	0.6080774476273872
9.85	0.05	0.600450644907289
9.9	0.05	0.5908072706734983
9.95	0.05	0.5819400262397116
10.0	0.05	0.5726381220546396
10.04	0.05	0.56485728333668
10.08	0.05	0.5579661206626035
10.11	0.05	0.5528699504574797
10.12	0.05	0.5511472539143184
10.13	0.05	0.5494134545456046
10.14	0.05	0.5476690075802573
10.15	0.05	0.545907660928093
10.18	0.05	0.5405419048116955
