log_age	Z	fraccion_M_star
7.60	0.008	0.9487636851324667
7.62	0.008	0.9475607424034156
7.64	0.008	0.946296772073327
7.66	0.008	0.9450340119799104
7.68	0.008	0.9436458657895326
7.70	0.008	0.9422563231845568
7.74	0.008	0.9391496596958787
7.78	0.008	0.9364078454609179
7.81	0.008	0.9343630056227334
7.85	0.008	0.931437851026768
7.87	0.008	0.9298886069212181
7.90	0.008	0.9275613461302813
7.93	0.008	0.9254368152231618
7.95	0.008	0.9239610194088005
7.98	0.008	0.9223305202567058
8.00	0.008	0.9206964609851851
8.30	0.008	0.8941162489902253
8.48	0.008	0.8785860029727908
8.60	0.008	0.8651525067170813
8.70	0.008	0.8541360178361495
8.78	0.008	0.8449185014903489
8.85	0.008	0.8358585151801591
8.90	0.008	0.8295636492640153
8.95	0.008	0.8229896441350217
9.00	0.008	0.815892161844059
9.18	0.008	0.7673029593757149
9.30	0.008	0.7422623972140634
9.40	0.008	0.7255774086688568
9.48	0.008	0.7115029919473381
9.54	0.008	0.7126589582958687
9.60	0.008	0.7014973234211294
9.65	0.008	0.6943587084539524
9.70	0.008	0.68686274816497
9.74	0.008	0.6805371668182625
9.78	0.008	0.673889782975928
9.81	0.008	0.668725631176555
9.85	0.008	0.6615740758007967
9.90	0.008	0.6522354828544544
9.95	0.008	0.6427450472631119
10.00	0.008	0.6333821642214476
10.04	0.008	0.6260764096879337
10.08	0.008	0.61865889418266
10.11	0.008	0.6129138456337834
10.12	0.008	0.6109675959940661
10.13	0.008	0.6089997727365303
10.14	0.008	0.6070131564153876
10.15	0.008	0.6050068249683471
10.18	0.008	0.5988649062217724
5.00	0.02	0.9992463012452448
5.48	0.02	0.9991896289662069
5.70	0.02	0.999132694706196
5.85	0.02	0.9990733237330005
6.00	0.02	0.998972158753929
6.10	0.02	0.9988475496128149
6.18	0.02	0.9987441372354836
6.24	0.02	0.9986207773557404
6.30	0.02	0.9984070734163464
6.35	0.02	0.9982374912410789
6.40	0.02	0.9979393166011135
6.44	0.02	0.9975812550878064
6.48	0.02	0.9972963989755871
6.51	0.02	0.9967978137094882
6.54	0.02	0.9957506473852799
6.57	0.02	0.9949135169870883
6.60	0.02	0.9938870825848583
6.63	0.02	0.9928189465235314
6.65	0.02	0.9920815807050131
6.68	0.02	0.9911428331352418
6.70	0.02	0.990666384216297
